folio,ronda,en_encuesta,en_evaluaciones,en_cuestionario_nino,sexo,edad_anios,edad_meses_eval,region,comuna,area,fexp_transversal_enc,fexp_transversal_eval
333121,2017,1,1,1.0,2.0,10.0,127.0,13.0,13105.0,,85.0,89.0
333121,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,95.17152415021577,95.17152415021577
333131,2010,1,1,,1.0,2.0,32.0,13.0,,1.0,53.67670440673828,62.8971061706543
333131,2012,1,1,,1.0,4.0,58.0,13.0,,1.0,67.16673278808594,73.01121520996094
333161,2010,1,1,,1.0,2.0,34.0,13.0,,1.0,53.67670440673828,62.8971061706543
333161,2012,1,0,,1.0,5.0,,13.0,,1.0,64.92993927001953,
333161,2017,1,1,1.0,1.0,10.0,123.0,13.0,13105.0,,85.0,89.0
333161,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,103.29137150376916,103.29137150376916
333191,2010,1,1,,1.0,2.0,35.0,13.0,,1.0,53.67670440673828,62.8971061706543
333191,2012,1,1,,1.0,4.0,58.0,13.0,,1.0,64.92993927001953,73.01121520996094
333191,2017,1,1,1.0,1.0,10.0,122.0,13.0,13105.0,,85.0,89.0
333201,2010,1,1,,2.0,2.0,32.0,13.0,,1.0,53.67670440673828,62.8971061706543
333201,2012,1,1,,2.0,5.0,62.0,13.0,,1.0,64.92993927001953,73.01121520996094
333211,2010,1,1,,1.0,2.0,34.0,13.0,,1.0,53.67670440673828,62.8971061706543
333211,2012,1,1,,1.0,5.0,62.0,13.0,,1.0,67.84203338623047,73.01121520996094
333221,2010,1,0,,2.0,2.0,,13.0,,1.0,53.67670440673828,
333221,2012,1,1,,2.0,4.0,57.0,13.0,,1.0,67.84203338623047,73.01121520996094
333241,2010,1,1,,2.0,2.0,32.0,13.0,,1.0,53.67670440673828,62.8971061706543
333241,2012,1,1,,2.0,4.0,57.0,13.0,,1.0,67.16673278808594,73.01121520996094
333241,2017,1,1,1.0,2.0,10.0,121.0,13.0,13105.0,,85.0,89.0
333241,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,105.01085729656235,105.01085729656235
333271,2010,1,1,,1.0,2.0,33.0,13.0,,1.0,53.67670440673828,62.8971061706543
333271,2012,1,1,,1.0,4.0,56.0,13.0,,1.0,64.1270980834961,73.01121520996094
333271,2017,1,1,1.0,1.0,10.0,127.0,13.0,13105.0,,85.0,89.0
333271,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,96.95013415874469,96.95013415874469
333291,2010,1,1,,2.0,2.0,31.0,13.0,,1.0,53.67670440673828,62.8971061706543
333291,2012,1,1,,2.0,4.0,56.0,13.0,,1.0,65.35585021972656,73.01121520996094
333291,2017,1,1,1.0,2.0,10.0,128.0,13.0,13105.0,,85.0,89.0
333291,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,95.17152415021577,95.17152415021577
333301,2010,1,0,,2.0,2.0,,13.0,,1.0,53.67670440673828,
333301,2017,1,0,0.0,2.0,10.0,,13.0,13105.0,,85.0,
333311,2010,1,1,,2.0,2.0,32.0,13.0,,1.0,53.67670440673828,62.8971061706543
333311,2012,1,1,,2.0,4.0,60.0,13.0,,1.0,64.92993927001953,73.01121520996094
333311,2017,1,1,1.0,2.0,10.0,127.0,13.0,13129.0,,85.0,89.0
333311,2024,1,1,1.0,2.0,16.0,,13.0,13119.0,,92.44608991219978,92.44608991219978
333341,2010,1,0,,1.0,2.0,,13.0,,1.0,53.67670440673828,
333341,2017,1,1,0.0,1.0,10.0,127.0,13.0,13401.0,,85.0,89.0
333341,2024,1,1,1.0,1.0,16.0,,13.0,13120.0,,121.79393868660111,121.79393868660111
333351,2010,1,1,,1.0,2.0,30.0,13.0,,1.0,53.67670440673828,62.8971061706543
333351,2017,1,1,1.0,1.0,10.0,124.0,13.0,13105.0,,85.0,89.0
333361,2010,1,0,,2.0,2.0,,13.0,,1.0,53.67670440673828,
333371,2010,1,1,,2.0,2.0,31.0,13.0,,1.0,53.67670440673828,62.8971061706543
333371,2012,1,1,,2.0,4.0,54.0,13.0,,1.0,65.35585021972656,73.01121520996094
333371,2017,1,1,1.0,2.0,10.0,123.0,13.0,13105.0,,85.0,89.0
333371,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,92.44608991219978,92.44608991219978
333411,2010,1,1,,1.0,2.0,33.0,13.0,,1.0,53.67670440673828,62.8971061706543
333411,2012,1,1,,1.0,4.0,56.0,13.0,,1.0,61.568511962890625,73.01121520996094
333411,2017,1,1,1.0,1.0,10.0,123.0,13.0,13105.0,,85.0,89.0
333411,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,102.42512008718948,102.42512008718948
333431,2010,1,1,,2.0,2.0,29.0,13.0,,1.0,53.67670440673828,62.8971061706543
333431,2012,1,1,,2.0,4.0,59.0,13.0,,1.0,64.92993927001953,73.01121520996094
333431,2017,1,1,1.0,2.0,10.0,123.0,13.0,13105.0,,85.0,89.0
333431,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,92.44608991219978,92.44608991219978
333451,2010,1,1,,1.0,2.0,32.0,13.0,,1.0,56.310855865478516,65.16167449951172
333451,2012,1,1,,1.0,4.0,55.0,13.0,,1.0,69.18461608886719,75.87435150146484
333451,2017,1,1,1.0,1.0,10.0,125.0,13.0,13105.0,,90.0,94.0
333451,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,103.64700846917046,103.64700846917046
333461,2010,1,1,,1.0,2.0,29.0,13.0,,1.0,56.310855865478516,65.16167449951172
333461,2012,1,1,,1.0,4.0,53.0,13.0,,1.0,69.18461608886719,75.87435150146484
333461,2017,1,1,1.0,1.0,9.0,126.0,13.0,13105.0,,90.0,94.0
333461,2024,1,1,1.0,1.0,16.0,,13.0,13401.0,,103.64700846917046,103.64700846917046
333491,2010,1,1,,1.0,2.0,29.0,13.0,,1.0,56.310855865478516,65.16167449951172
333491,2012,1,1,,1.0,4.0,53.0,13.0,,1.0,69.18461608886719,75.87435150146484
333491,2017,1,1,1.0,1.0,10.0,122.0,13.0,13105.0,,90.0,94.0
333491,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,106.70266075060385,106.70266075060385
333511,2010,1,1,,1.0,2.0,28.0,13.0,,1.0,56.310855865478516,65.16167449951172
333511,2012,1,1,,1.0,4.0,52.0,13.0,,1.0,66.88062286376953,75.87435150146484
333511,2017,1,1,1.0,1.0,9.0,118.0,13.0,13105.0,,90.0,94.0
333511,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,103.64700846917046,103.64700846917046
333521,2010,1,1,,2.0,2.0,28.0,13.0,,1.0,56.310855865478516,65.16167449951172
333541,2010,1,1,,1.0,2.0,31.0,13.0,,1.0,56.310855865478516,65.16167449951172
333541,2012,1,1,,1.0,4.0,57.0,13.0,,1.0,69.88020324707031,75.87435150146484
333541,2017,1,1,1.0,1.0,10.0,124.0,13.0,13105.0,,90.0,94.0
333541,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,106.70266075060385,106.70266075060385
333551,2010,1,1,,2.0,2.0,27.0,13.0,,1.0,56.310855865478516,65.16167449951172
333551,2012,1,1,,2.0,4.0,57.0,13.0,,1.0,67.31932067871094,75.87435150146484
333551,2017,1,1,1.0,2.0,10.0,124.0,13.0,13105.0,,90.0,94.0
333591,2010,1,1,,2.0,2.0,30.0,13.0,,1.0,56.310855865478516,65.16167449951172
333591,2012,1,1,,2.0,4.0,56.0,13.0,,1.0,67.31932067871094,75.87435150146484
333591,2017,1,1,1.0,2.0,10.0,123.0,13.0,13105.0,,90.0,94.0
333601,2010,1,1,,2.0,2.0,27.0,13.0,,1.0,56.310855865478516,65.16167449951172
333601,2012,1,1,,2.0,4.0,57.0,13.0,,1.0,67.31932067871094,75.87435150146484
333601,2017,1,1,1.0,2.0,9.0,119.0,13.0,13105.0,,90.0,94.0
333601,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,107.78930497556334,107.78930497556334
333631,2010,1,1,,1.0,2.0,27.0,13.0,,1.0,56.310855865478516,65.16167449951172
333631,2012,1,0,,1.0,4.0,,13.0,,1.0,69.18461608886719,
333681,2010,1,1,,2.0,2.0,28.0,13.0,,1.0,56.310855865478516,65.16167449951172
333681,2012,1,1,,2.0,4.0,51.0,13.0,,1.0,67.31932067871094,75.87435150146484
333681,2017,1,1,1.0,2.0,9.0,120.0,13.0,13105.0,,90.0,94.0
333681,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,105.03549383484986,105.03549383484986
333691,2010,1,0,,1.0,2.0,,13.0,,1.0,56.310855865478516,
333691,2017,1,1,1.0,1.0,9.0,123.0,13.0,13105.0,,90.0,94.0
333691,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,129.7992944675401,129.7992944675401
333701,2010,1,1,,1.0,2.0,26.0,13.0,,1.0,56.310855865478516,65.16167449951172
333701,2012,1,1,,1.0,4.0,51.0,13.0,,1.0,66.88062286376953,75.87435150146484
333701,2017,1,1,1.0,1.0,9.0,119.0,13.0,13105.0,,90.0,94.0
333701,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,106.70266075060385,106.70266075060385
333731,2010,1,1,,2.0,2.0,25.0,13.0,,1.0,56.310855865478516,65.16167449951172
333731,2012,1,1,,2.0,4.0,52.0,13.0,,1.0,66.88062286376953,75.87435150146484
333731,2017,1,1,1.0,2.0,9.0,115.0,13.0,13105.0,,90.0,94.0
333731,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,111.1631181055943,111.1631181055943
333741,2010,1,1,,1.0,2.0,24.0,13.0,,1.0,56.310855865478516,65.16167449951172
333741,2012,1,1,,1.0,4.0,50.0,13.0,,1.0,69.88020324707031,75.87435150146484
333741,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,112.92754521486361,112.92754521486361
333781,2010,1,1,,2.0,2.0,27.0,13.0,,1.0,56.310855865478516,65.16167449951172
333781,2012,1,1,,2.0,4.0,50.0,13.0,,1.0,66.88062286376953,75.87435150146484
333781,2024,1,1,1.0,2.0,16.0,,13.0,13127.0,,108.70092351257591,108.70092351257591
333801,2010,1,0,,1.0,2.0,,13.0,,1.0,56.310855865478516,
333801,2017,1,1,1.0,1.0,9.0,119.0,13.0,13404.0,,90.0,94.0
333821,2010,1,1,,2.0,2.0,24.0,13.0,,1.0,56.310855865478516,65.16167449951172
333821,2012,1,1,,2.0,4.0,49.0,13.0,,1.0,77.21659851074219,75.87435150146484
333821,2017,1,1,1.0,2.0,9.0,117.0,13.0,13105.0,,90.0,94.0
333821,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,102.02758434027689,102.02758434027689
333841,2010,1,1,,1.0,2.0,24.0,13.0,,1.0,56.310855865478516,65.16167449951172
333841,2012,1,1,,1.0,4.0,48.0,13.0,,1.0,66.88062286376953,75.87435150146484
333851,2010,1,1,,2.0,2.0,27.0,13.0,,1.0,56.310855865478516,65.16167449951172
333851,2012,1,1,,2.0,4.0,48.0,13.0,,1.0,66.88062286376953,75.87435150146484
333851,2024,1,1,1.0,2.0,16.0,,13.0,13105.0,,111.1631181055943,111.1631181055943
333861,2010,1,1,,1.0,2.0,28.0,13.0,,1.0,56.310855865478516,65.16167449951172
333861,2012,1,1,,1.0,4.0,53.0,13.0,,1.0,77.21659851074219,75.87435150146484
333861,2017,1,1,1.0,1.0,9.0,118.0,13.0,13105.0,,90.0,94.0
333861,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,106.70266075060385,106.70266075060385
333881,2010,1,1,,1.0,2.0,25.0,13.0,,1.0,56.310855865478516,65.16167449951172
333881,2024,1,1,1.0,1.0,15.0,,13.0,13112.0,,117.73414349821319,117.73414349821319
333891,2010,1,1,,2.0,1.0,23.0,13.0,,1.0,56.310855865478516,65.16167449951172
333891,2012,1,1,,2.0,4.0,53.0,13.0,,1.0,67.31932067871094,75.87435150146484
333951,2010,1,1,,1.0,1.0,26.0,13.0,,1.0,56.310855865478516,65.16167449951172
333951,2012,1,1,,1.0,3.0,47.0,13.0,,1.0,66.88062286376953,75.87435150146484
333951,2017,1,1,1.0,1.0,9.0,116.0,13.0,13105.0,,90.0,94.0
333951,2024,1,1,1.0,1.0,16.0,,13.0,13105.0,,103.64700846917046,103.64700846917046
333981,2010,1,1,,1.0,1.0,25.0,13.0,,1.0,56.310855865478516,65.16167449951172
333981,2012,1,1,,1.0,3.0,47.0,13.0,,1.0,69.88020324707031,75.87435150146484
333981,2017,1,1,1.0,1.0,9.0,112.0,13.0,13105.0,,90.0,94.0
333981,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,103.64700846917046,103.64700846917046
334001,2010,1,0,,1.0,1.0,,13.0,,1.0,56.310855865478516,
334001,2012,1,1,,1.0,3.0,47.0,13.0,,1.0,63.4182014465332,75.87435150146484
334001,2017,1,1,0.0,1.0,9.0,119.0,13.0,13105.0,,90.0,94.0
334001,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,110.42626964820708,110.42626964820708
334041,2010,1,1,,1.0,1.0,20.0,13.0,,1.0,56.310855865478516,65.16167449951172
334041,2012,1,1,,1.0,4.0,48.0,13.0,,1.0,69.18461608886719,75.87435150146484
334041,2017,1,0,0.0,1.0,9.0,,13.0,13105.0,,90.0,
334051,2010,1,1,,1.0,1.0,21.0,13.0,,1.0,56.310855865478516,65.16167449951172
334051,2012,1,1,,1.0,3.0,48.0,13.0,,1.0,69.18461608886719,75.87435150146484
334051,2017,1,1,0.0,1.0,9.0,117.0,13.0,13105.0,,90.0,94.0
334051,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,103.64700846917046,103.64700846917046
334061,2010,1,1,,1.0,1.0,24.0,13.0,,1.0,56.310855865478516,65.16167449951172
334061,2012,1,1,,1.0,3.0,45.0,13.0,,1.0,67.31932067871094,75.87435150146484
334061,2017,1,0,1.0,1.0,9.0,,13.0,13105.0,,90.0,
334061,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,117.73414349821319,117.73414349821319
334071,2010,1,1,,1.0,1.0,24.0,13.0,,1.0,56.310855865478516,65.16167449951172
334071,2012,1,0,,1.0,4.0,,13.0,,1.0,66.88062286376953,
334071,2017,1,1,0.0,1.0,9.0,117.0,13.0,13105.0,,90.0,94.0
334071,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,106.70266075060385,106.70266075060385
334081,2010,1,1,,1.0,1.0,22.0,13.0,,1.0,56.310855865478516,65.16167449951172
334081,2012,1,1,,1.0,3.0,50.0,13.0,,1.0,77.21659851074219,75.87435150146484
334081,2017,1,1,1.0,1.0,9.0,115.0,13.0,13105.0,,90.0,94.0
334081,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,109.21912847822036,109.21912847822036
334101,2010,1,1,,2.0,1.0,23.0,13.0,,1.0,56.310855865478516,65.16167449951172
334101,2012,1,1,,2.0,4.0,50.0,13.0,,1.0,69.88020324707031,75.87435150146484
334101,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,127.7712561046517,127.7712561046517
334111,2010,1,1,,2.0,1.0,19.0,13.0,,1.0,56.310855865478516,65.16167449951172
334111,2012,1,1,,2.0,3.0,45.0,13.0,,1.0,66.05365753173828,75.87435150146484
334111,2017,1,1,1.0,2.0,9.0,114.0,13.0,13105.0,,90.0,94.0
334111,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,108.70092351257591,108.70092351257591
334121,2010,1,1,,2.0,1.0,20.0,13.0,,1.0,56.310855865478516,65.16167449951172
334121,2012,1,1,,2.0,3.0,47.0,13.0,,1.0,77.21659851074219,75.87435150146484
334121,2017,1,1,1.0,2.0,9.0,117.0,13.0,13105.0,,90.0,94.0
334131,2010,1,1,,1.0,1.0,18.0,13.0,,1.0,56.310855865478516,65.16167449951172
334131,2012,1,1,,1.0,4.0,47.0,13.0,,1.0,66.05365753173828,75.87435150146484
334141,2010,1,1,,2.0,1.0,20.0,13.0,,1.0,56.310855865478516,65.16167449951172
334141,2012,1,0,,2.0,3.0,,13.0,,1.0,77.21659851074219,
334141,2017,1,1,0.0,2.0,9.0,116.0,13.0,13105.0,,90.0,94.0
334161,2010,1,1,,1.0,1.0,18.0,13.0,,1.0,56.310855865478516,65.16167449951172
334161,2012,1,1,,1.0,3.0,44.0,13.0,,1.0,67.31932067871094,75.87435150146484
334161,2017,1,1,0.0,1.0,9.0,113.0,13.0,13105.0,,90.0,94.0
334161,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,106.70266075060385,106.70266075060385
334171,2010,1,1,,2.0,1.0,22.0,13.0,,1.0,56.310855865478516,65.16167449951172
334171,2012,1,1,,2.0,3.0,48.0,13.0,,1.0,69.18461608886719,75.87435150146484
334171,2017,1,1,1.0,2.0,9.0,113.0,13.0,13105.0,,90.0,94.0
334171,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,102.02758434027689,102.02758434027689
334191,2010,1,1,,1.0,1.0,22.0,13.0,,1.0,56.310855865478516,65.16167449951172
334191,2012,1,1,,1.0,3.0,45.0,13.0,,1.0,77.21659851074219,75.87435150146484
334191,2017,1,1,1.0,1.0,9.0,115.0,13.0,13105.0,,90.0,94.0
334201,2010,1,1,,1.0,1.0,19.0,13.0,,1.0,56.310855865478516,65.16167449951172
334201,2012,1,0,,1.0,3.0,,13.0,,1.0,66.88062286376953,
334201,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,117.73414349821319,117.73414349821319
334231,2010,1,1,,2.0,1.0,20.0,13.0,,1.0,56.310855865478516,65.16167449951172
334261,2010,1,0,,2.0,1.0,,13.0,,1.0,56.310855865478516,
334261,2024,1,1,1.0,2.0,15.0,,13.0,13201.0,,127.7712561046517,127.7712561046517
334271,2010,1,1,,1.0,1.0,19.0,13.0,,1.0,56.310855865478516,65.16167449951172
334271,2012,1,1,,1.0,3.0,42.0,13.0,,1.0,69.18461608886719,75.87435150146484
334271,2017,1,1,1.0,1.0,9.0,113.0,13.0,13105.0,,90.0,94.0
334271,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,106.70266075060385,106.70266075060385
334281,2010,1,1,,2.0,1.0,19.0,13.0,,1.0,56.310855865478516,65.16167449951172
334281,2012,1,1,,2.0,3.0,43.0,13.0,,1.0,77.21659851074219,75.87435150146484
334281,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,128.1725028986035,128.1725028986035
334321,2010,1,1,,1.0,1.0,17.0,13.0,,1.0,56.310855865478516,65.16167449951172
334321,2012,1,1,,1.0,3.0,43.0,13.0,,1.0,67.31932067871094,75.87435150146484
334321,2017,1,1,1.0,1.0,8.0,107.0,13.0,13105.0,,90.0,94.0
334321,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,106.70266075060385,106.70266075060385
334331,2010,1,0,,1.0,1.0,,13.0,,1.0,56.310855865478516,
334331,2012,1,1,,1.0,3.0,43.0,13.0,,1.0,77.21659851074219,75.87435150146484
334331,2017,1,1,1.0,1.0,9.0,114.0,13.0,13105.0,,90.0,94.0
334331,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,109.21912847822036,109.21912847822036
334381,2010,1,1,,1.0,1.0,17.0,13.0,,1.0,53.13080596923828,62.43214416503906
334381,2012,1,1,,1.0,3.0,42.0,13.0,,1.0,66.36456298828125,74.3335952758789
334381,2017,1,1,1.0,1.0,9.0,109.0,13.0,13105.0,,92.0,94.0
334381,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,94.7801811890684,94.7801811890684
334391,2010,1,1,,1.0,1.0,21.0,13.0,,1.0,53.13080596923828,62.43214416503906
334391,2012,1,1,,1.0,3.0,45.0,13.0,,1.0,65.93208312988281,74.3335952758789
334391,2017,1,1,0.0,1.0,9.0,114.0,13.0,13401.0,,92.0,94.0
334391,2024,1,1,1.0,1.0,15.0,,13.0,13401.0,,94.7801811890684,94.7801811890684
334401,2010,1,1,,2.0,1.0,20.0,13.0,,1.0,53.13080596923828,62.43214416503906
334401,2017,1,1,1.0,2.0,9.0,110.0,13.0,13105.0,,92.0,94.0
334401,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,118.45733723660271,118.45733723660271
334441,2010,1,1,,2.0,1.0,16.0,13.0,,1.0,53.13080596923828,62.43214416503906
334441,2012,1,1,,2.0,3.0,42.0,13.0,,1.0,68.88912200927734,74.3335952758789
334441,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,118.82933504139322,118.82933504139322
334461,2010,1,1,,2.0,1.0,16.0,13.0,,1.0,53.13080596923828,62.43214416503906
334461,2012,1,0,,2.0,3.0,,13.0,,1.0,65.93208312988281,
334461,2017,1,0,0.0,2.0,9.0,,13.0,13401.0,,92.0,
334471,2010,1,1,,1.0,1.0,16.0,13.0,,1.0,53.13080596923828,62.43214416503906
334481,2010,1,1,,2.0,1.0,19.0,13.0,,1.0,53.13080596923828,62.43214416503906
334481,2012,1,1,,2.0,3.0,41.0,13.0,,1.0,65.93208312988281,74.3335952758789
334481,2017,1,1,1.0,2.0,8.0,110.0,13.0,13105.0,,92.0,94.0
334501,2010,1,0,,1.0,1.0,,13.0,,1.0,53.13080596923828,
334501,2012,1,1,,1.0,3.0,45.0,13.0,,1.0,65.93208312988281,74.3335952758789
334501,2017,1,1,0.0,1.0,8.0,112.0,13.0,13105.0,,92.0,94.0
334521,2010,1,1,,1.0,1.0,18.0,13.0,,1.0,53.13080596923828,62.43214416503906
334521,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,115.65817043986101,115.65817043986101
334531,2010,1,1,,1.0,1.0,18.0,13.0,,1.0,53.13080596923828,62.43214416503906
334531,2012,1,1,,1.0,3.0,44.0,13.0,,1.0,66.36456298828125,74.3335952758789
334531,2017,1,1,1.0,1.0,9.0,112.0,13.0,13105.0,,92.0,94.0
334531,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,97.01547003287153,97.01547003287153
334541,2010,1,1,,2.0,1.0,15.0,13.0,,1.0,53.13080596923828,62.43214416503906
334541,2012,1,1,,2.0,3.0,42.0,13.0,,1.0,66.36456298828125,74.3335952758789
334551,2010,1,1,,1.0,1.0,18.0,13.0,,1.0,53.13080596923828,62.43214416503906
334551,2012,1,1,,1.0,3.0,39.0,13.0,,1.0,65.11685180664062,74.3335952758789
334551,2017,1,1,1.0,1.0,9.0,112.0,13.0,13105.0,,92.0,94.0
334551,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,97.26511946419744,97.26511946419744
334561,2010,1,1,,1.0,1.0,14.0,13.0,,1.0,53.13080596923828,62.43214416503906
334561,2012,1,1,,1.0,3.0,43.0,13.0,,1.0,76.12147521972656,74.3335952758789
334561,2024,1,1,1.0,1.0,15.0,,13.0,13401.0,,115.65817043986101,115.65817043986101
334571,2010,1,1,,1.0,1.0,19.0,13.0,,1.0,53.13080596923828,62.43214416503906
334571,2012,1,1,,1.0,3.0,44.0,13.0,,1.0,65.11685180664062,74.3335952758789
334571,2017,1,1,0.0,1.0,9.0,110.0,13.0,13401.0,,92.0,94.0
334581,2010,1,1,,1.0,1.0,14.0,13.0,,1.0,53.13080596923828,62.43214416503906
334581,2012,1,1,,1.0,3.0,44.0,13.0,,1.0,76.12147521972656,74.3335952758789
334581,2017,1,1,0.0,1.0,9.0,109.0,13.0,13105.0,,92.0,94.0
334591,2010,1,1,,2.0,1.0,12.0,13.0,,1.0,53.13080596923828,62.43214416503906
334591,2012,1,1,,2.0,3.0,39.0,13.0,,1.0,62.51877212524414,74.3335952758789
334591,2017,1,1,1.0,2.0,8.0,108.0,13.0,13105.0,,92.0,94.0
334591,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,99.67548119506802,99.67548119506802
334601,2010,1,1,,1.0,1.0,14.0,13.0,,1.0,53.13080596923828,62.43214416503906
334601,2012,1,1,,1.0,3.0,38.0,13.0,,1.0,76.12147521972656,74.3335952758789
334601,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,104.57905524007539,104.57905524007539
334651,2010,1,1,,2.0,1.0,14.0,13.0,,1.0,53.13080596923828,62.43214416503906
334651,2012,1,1,,2.0,3.0,38.0,13.0,,1.0,65.11685180664062,74.3335952758789
334651,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,107.44644797832947,107.44644797832947
334661,2010,1,1,,2.0,1.0,17.0,13.0,,1.0,53.13080596923828,62.43214416503906
334661,2012,1,1,,2.0,3.0,42.0,13.0,,1.0,65.93208312988281,74.3335952758789
334661,2017,1,1,1.0,2.0,8.0,107.0,13.0,13105.0,,92.0,94.0
334681,2010,1,1,,2.0,1.0,16.0,13.0,,1.0,53.13080596923828,62.43214416503906
334681,2012,1,1,,2.0,3.0,38.0,13.0,,1.0,65.11685180664062,74.3335952758789
334681,2017,1,1,1.0,2.0,8.0,106.0,13.0,13105.0,,92.0,94.0
334681,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,118.45733723660271,118.45733723660271
334691,2010,1,1,,2.0,1.0,16.0,13.0,,1.0,53.13080596923828,62.43214416503906
334691,2012,1,1,,2.0,3.0,40.0,13.0,,1.0,65.11685180664062,74.3335952758789
334691,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,118.82933504139322,118.82933504139322
334741,2010,1,1,,1.0,1.0,14.0,13.0,,1.0,53.13080596923828,62.43214416503906
334741,2012,1,1,,1.0,3.0,38.0,13.0,,1.0,76.12147521972656,74.3335952758789
334741,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,104.57905524007539,104.57905524007539
334751,2010,1,1,,2.0,1.0,16.0,13.0,,1.0,53.13080596923828,62.43214416503906
334751,2012,1,0,,2.0,3.0,,13.0,,1.0,65.11685180664062,
334751,2017,1,1,1.0,2.0,9.0,109.0,13.0,13105.0,,92.0,94.0
334751,2024,1,1,1.0,2.0,15.0,,13.0,13105.0,,94.59025710550324,94.59025710550324
334761,2010,1,1,,2.0,1.0,15.0,13.0,,1.0,53.13080596923828,62.43214416503906
334761,2012,1,1,,2.0,3.0,38.0,13.0,,1.0,65.93208312988281,74.3335952758789
334791,2010,1,1,,2.0,1.0,16.0,13.0,,1.0,53.13080596923828,62.43214416503906
334791,2012,1,1,,2.0,3.0,37.0,13.0,,1.0,66.36456298828125,74.3335952758789
334821,2010,1,1,,1.0,0.0,11.0,13.0,,1.0,53.13080596923828,62.43214416503906
334821,2017,1,1,1.0,1.0,8.0,104.0,3.0,3101.0,,92.0,94.0
334831,2010,1,1,,2.0,0.0,11.0,13.0,,1.0,53.13080596923828,62.43214416503906
334841,2010,1,1,,2.0,1.0,13.0,13.0,,1.0,53.13080596923828,62.43214416503906
334841,2012,1,1,,2.0,3.0,36.0,13.0,,1.0,62.51877212524414,74.3335952758789
334841,2017,1,1,1.0,2.0,8.0,107.0,13.0,13105.0,,92.0,94.0
334861,2010,1,1,,1.0,1.0,12.0,13.0,,1.0,53.13080596923828,62.43214416503906
334861,2012,1,1,,1.0,3.0,37.0,13.0,,1.0,65.11685180664062,74.3335952758789
334861,2017,1,1,1.0,1.0,8.0,105.0,13.0,13105.0,,92.0,94.0
334861,2024,1,1,1.0,1.0,15.0,,13.0,13105.0,,92.06595386945203,92.06595386945203
334881,2010,1,1,,2.0,0.0,15.0,13.0,,1.0,53.13080596923828,62.43214416503906
334881,2024,1,1,1.0,2.0,14.0,,13.0,13105.0,,99.93197562001953,99.93197562001953
334921,2010,1,1,,2.0,0.0,14.0,13.0,,1.0,53.13080596923828,62.43214416503906
334921,2012,1,1,,2.0,2.0,35.0,13.0,,1.0,68.88912200927734,74.3335952758789
334921,2024,1,1,1.0,2.0,15.0,,13.0,13401.0,,118.45733723660271,118.45733723660271
334931,2010,1,1,,1.0,0.0,13.0,13.0,,1.0,53.13080596923828,62.43214416503906
334931,2012,1,1,,1.0,2.0,35.0,13.0,,1.0,68.20339965820312,74.3335952758789
