folio,ronda,en_encuesta,en_evaluaciones,en_cuestionario_nino,sexo,edad_anios,edad_meses_eval,region,comuna,area,fexp_transversal_enc,fexp_transversal_eval
101651,2010,1,1,,1.0,2.0,33.0,15.0,,1.0,52.96609878540039,57.8703727722168
101651,2012,1,1,,1.0,4.0,59.0,15.0,,1.0,75.83673095703125,78.125
101651,2017,1,1,1.0,1.0,10.0,128.0,15.0,15101.0,,73.0,75.0
101671,2010,1,1,,1.0,2.0,32.0,15.0,,1.0,52.96609878540039,57.8703727722168
101671,2012,1,1,,1.0,5.0,59.0,15.0,,1.0,67.94828033447266,78.125
101691,2010,1,1,,2.0,2.0,32.0,15.0,,1.0,52.96609878540039,57.8703727722168
101691,2012,1,1,,2.0,4.0,59.0,15.0,,1.0,68.63143920898438,78.125
101691,2024,1,1,1.0,2.0,17.0,,15.0,15101.0,,83.25807977193327,83.25807977193327
101721,2010,1,1,,2.0,2.0,32.0,15.0,,1.0,52.96609878540039,57.8703727722168
101721,2012,1,0,,2.0,5.0,,15.0,,1.0,75.83673095703125,
101721,2017,1,1,1.0,2.0,10.0,126.0,15.0,15101.0,,73.0,75.0
101721,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,85.87325576843189,85.87325576843189
101751,2010,1,1,,1.0,2.0,33.0,15.0,,1.0,52.96609878540039,57.8703727722168
101751,2017,1,1,1.0,1.0,10.0,128.0,15.0,15101.0,,73.0,75.0
101761,2010,1,1,,1.0,2.0,32.0,15.0,,1.0,52.96609878540039,57.8703727722168
101761,2012,1,1,,1.0,4.0,58.0,15.0,,1.0,67.94828033447266,78.125
101761,2017,1,1,1.0,1.0,10.0,123.0,15.0,15101.0,,73.0,75.0
101761,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,78.1605123332704,78.1605123332704
101781,2010,1,1,,2.0,2.0,31.0,15.0,,1.0,52.96609878540039,57.8703727722168
101781,2012,1,1,,2.0,4.0,57.0,15.0,,1.0,66.11632537841797,78.125
101781,2017,1,1,1.0,2.0,10.0,126.0,15.0,15101.0,,73.0,75.0
101781,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,83.04362830293185,83.04362830293185
101791,2010,1,1,,1.0,2.0,32.0,15.0,,1.0,52.96609878540039,57.8703727722168
101791,2012,1,1,,1.0,4.0,61.0,15.0,,1.0,68.63143920898438,78.125
101791,2017,1,1,0.0,1.0,10.0,128.0,15.0,15101.0,,73.0,75.0
101791,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,78.1605123332704,78.1605123332704
101801,2010,1,1,,2.0,2.0,31.0,15.0,,1.0,52.96609878540039,57.8703727722168
101801,2012,1,1,,2.0,4.0,57.0,15.0,,1.0,68.63143920898438,78.125
101801,2017,1,1,1.0,2.0,10.0,123.0,15.0,15101.0,,73.0,75.0
101801,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,83.04362830293185,83.04362830293185
101811,2010,1,1,,2.0,2.0,31.0,15.0,,2.0,52.96609878540039,57.8703727722168
101811,2012,1,1,,2.0,4.0,56.0,15.0,,1.0,64.87327575683594,78.125
101811,2017,1,1,1.0,2.0,10.0,124.0,15.0,15101.0,,73.0,75.0
101821,2010,1,0,,1.0,2.0,,15.0,,1.0,52.96609878540039,
101821,2012,1,1,,1.0,4.0,57.0,15.0,,1.0,68.63143920898438,78.125
101821,2017,1,1,1.0,1.0,10.0,128.0,4.0,4101.0,,73.0,75.0
101821,2024,1,1,1.0,2.0,16.0,,4.0,4101.0,,80.5057454280092,80.5057454280092
101861,2010,1,1,,1.0,2.0,31.0,15.0,,1.0,52.96609878540039,57.8703727722168
101861,2012,1,1,,1.0,4.0,58.0,15.0,,1.0,75.83673095703125,78.125
101861,2017,1,1,1.0,1.0,10.0,126.0,15.0,15101.0,,73.0,75.0
101861,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,74.15883310636582,74.15883310636582
101891,2010,1,1,,2.0,2.0,31.0,15.0,,1.0,52.96609878540039,57.8703727722168
101891,2012,1,1,,2.0,4.0,56.0,15.0,,1.0,75.83673095703125,78.125
101891,2017,1,1,1.0,2.0,10.0,125.0,15.0,15101.0,,73.0,75.0
101891,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,83.25807977193327,83.25807977193327
101901,2010,1,1,,2.0,2.0,30.0,15.0,,1.0,52.96609878540039,57.8703727722168
101901,2012,1,1,,2.0,4.0,60.0,15.0,,1.0,67.94828033447266,78.125
101901,2017,1,1,1.0,2.0,10.0,123.0,15.0,15101.0,,73.0,75.0
101901,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,83.25807977193327,83.25807977193327
101911,2010,1,1,,1.0,2.0,30.0,15.0,,1.0,52.96609878540039,57.8703727722168
101911,2012,1,1,,1.0,4.0,56.0,15.0,,1.0,68.63143920898438,78.125
101911,2017,1,1,1.0,1.0,10.0,126.0,15.0,15101.0,,73.0,75.0
101931,2010,1,1,,1.0,2.0,30.0,15.0,,1.0,52.96609878540039,57.8703727722168
101931,2012,1,1,,1.0,4.0,59.0,15.0,,1.0,66.11632537841797,78.125
101931,2017,1,1,1.0,1.0,10.0,122.0,15.0,15101.0,,73.0,75.0
101931,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,78.1605123332704,78.1605123332704
101941,2010,1,0,,1.0,2.0,,15.0,,1.0,52.96609878540039,
101941,2012,1,1,,1.0,4.0,56.0,15.0,,1.0,67.94828033447266,78.125
101941,2017,1,1,1.0,1.0,10.0,126.0,15.0,15101.0,,73.0,75.0
101961,2010,1,1,,2.0,2.0,29.0,15.0,,1.0,52.96609878540039,57.8703727722168
101961,2012,1,1,,2.0,4.0,55.0,15.0,,1.0,75.83673095703125,78.125
101961,2017,1,1,1.0,2.0,10.0,122.0,15.0,15101.0,,73.0,75.0
101961,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,83.25807977193327,83.25807977193327
101971,2010,1,0,,1.0,2.0,,15.0,,1.0,52.96609878540039,
101991,2010,1,1,,1.0,2.0,29.0,15.0,,1.0,52.96609878540039,57.8703727722168
101991,2012,1,1,,1.0,4.0,57.0,15.0,,1.0,68.63143920898438,78.125
101991,2017,1,1,1.0,1.0,10.0,125.0,15.0,15101.0,,73.0,75.0
102011,2010,1,1,,2.0,2.0,29.0,15.0,,1.0,52.96609878540039,57.8703727722168
102011,2012,1,1,,2.0,4.0,56.0,15.0,,1.0,67.94828033447266,78.125
102021,2010,1,1,,2.0,2.0,30.0,15.0,,1.0,52.96609878540039,57.8703727722168
102021,2017,1,0,1.0,2.0,10.0,,15.0,15101.0,,73.0,
102031,2010,1,1,,1.0,2.0,30.0,15.0,,1.0,52.96609878540039,57.8703727722168
102031,2012,1,1,,1.0,4.0,55.0,15.0,,1.0,75.83673095703125,78.125
102031,2017,1,1,1.0,1.0,10.0,124.0,15.0,15101.0,,73.0,75.0
102031,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,78.1605123332704,78.1605123332704
102061,2010,1,1,,2.0,2.0,29.0,15.0,,1.0,52.96609878540039,57.8703727722168
102061,2012,1,1,,2.0,4.0,55.0,15.0,,1.0,75.83673095703125,78.125
102061,2017,1,1,1.0,2.0,10.0,124.0,15.0,15101.0,,73.0,75.0
102061,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,89.76581889441711,89.76581889441711
102101,2010,1,0,,1.0,2.0,,15.0,,1.0,52.96609878540039,
102111,2010,1,1,,1.0,2.0,29.0,15.0,,1.0,52.96609878540039,57.8703727722168
102111,2017,1,1,1.0,1.0,10.0,125.0,13.0,13119.0,,73.0,75.0
102111,2024,1,1,1.0,1.0,16.0,,13.0,13119.0,,78.3623536669201,78.3623536669201
102121,2010,1,1,,1.0,2.0,27.0,15.0,,1.0,52.96609878540039,57.8703727722168
102121,2012,1,1,,1.0,4.0,54.0,15.0,,1.0,65.68546295166016,78.125
102121,2017,1,1,1.0,1.0,9.0,120.0,15.0,15101.0,,73.0,75.0
102121,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,76.35328337653158,76.35328337653158
102131,2010,1,1,,1.0,2.0,27.0,15.0,,1.0,53.82257843017578,57.53448486328125
102131,2012,1,1,,1.0,4.0,53.0,15.0,,1.0,71.2898178100586,87.81578826904297
102131,2017,1,1,1.0,1.0,9.0,120.0,15.0,15101.0,,71.0,82.0
102131,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,69.71403607734901,69.71403607734901
102141,2010,1,1,,2.0,2.0,27.0,15.0,,1.0,53.82257843017578,57.53448486328125
102141,2012,1,1,,2.0,4.0,53.0,15.0,,1.0,72.0065689086914,87.81578826904297
102141,2017,1,1,1.0,2.0,10.0,124.0,15.0,15101.0,,71.0,82.0
102141,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,81.48446875973134,81.48446875973134
102161,2010,1,1,,2.0,2.0,27.0,15.0,,1.0,53.82257843017578,57.53448486328125
102161,2012,1,0,,2.0,4.0,,15.0,,1.0,68.91571807861328,
102161,2017,1,1,1.0,2.0,10.0,120.0,15.0,15101.0,,71.0,82.0
102171,2010,1,1,,2.0,2.0,26.0,15.0,,1.0,53.82257843017578,57.53448486328125
102171,2012,1,1,,2.0,4.0,56.0,15.0,,1.0,72.0065689086914,87.81578826904297
102171,2017,1,1,1.0,2.0,10.0,121.0,15.0,15101.0,,71.0,82.0
102171,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,76.46449860773,76.46449860773
102181,2010,1,1,,1.0,2.0,27.0,15.0,,1.0,53.82257843017578,57.53448486328125
102181,2012,1,1,,1.0,4.0,53.0,15.0,,1.0,71.2898178100586,87.81578826904297
102181,2017,1,1,1.0,1.0,9.0,119.0,15.0,15101.0,,71.0,82.0
102181,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,71.77695938528265,71.77695938528265
102191,2010,1,1,,2.0,2.0,28.0,15.0,,1.0,53.82257843017578,57.53448486328125
102191,2012,1,1,,2.0,4.0,52.0,15.0,,1.0,72.0065689086914,87.81578826904297
102191,2017,1,1,1.0,2.0,9.0,119.0,15.0,15101.0,,71.0,82.0
102191,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,78.72717633065412,78.72717633065412
102231,2010,1,1,,1.0,2.0,27.0,15.0,,1.0,53.82257843017578,57.53448486328125
102231,2012,1,1,,1.0,4.0,52.0,15.0,,1.0,79.56620788574219,87.81578826904297
102231,2017,1,1,1.0,1.0,10.0,122.0,15.0,15101.0,,71.0,82.0
102231,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,75.97948574227104,75.97948574227104
102241,2010,1,1,,1.0,2.0,26.0,15.0,,1.0,53.82257843017578,57.53448486328125
102241,2012,1,1,,1.0,4.0,54.0,15.0,,1.0,72.0065689086914,87.81578826904297
102261,2010,1,1,,2.0,2.0,27.0,15.0,,1.0,53.82257843017578,57.53448486328125
102261,2012,1,0,,2.0,4.0,,15.0,,1.0,71.2898178100586,
102261,2017,1,1,1.0,2.0,9.0,119.0,15.0,15101.0,,71.0,82.0
102261,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,81.48446875973134,81.48446875973134
102291,2010,1,1,,2.0,2.0,27.0,15.0,,1.0,53.82257843017578,57.53448486328125
102291,2012,1,1,,2.0,4.0,51.0,15.0,,1.0,72.0065689086914,87.81578826904297
102291,2017,1,1,1.0,2.0,9.0,122.0,15.0,15101.0,,71.0,82.0
102291,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,78.72717633065412,78.72717633065412
102301,2010,1,1,,1.0,2.0,26.0,15.0,,1.0,53.82257843017578,57.53448486328125
102301,2012,1,1,,1.0,4.0,56.0,15.0,,1.0,69.36776733398438,87.81578826904297
102301,2017,1,1,1.0,1.0,10.0,123.0,15.0,15101.0,,71.0,82.0
102301,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,75.97948574227104,75.97948574227104
102321,2010,1,0,,2.0,2.0,,15.0,,1.0,53.82257843017578,
102361,2010,1,1,,1.0,2.0,26.0,15.0,,1.0,53.82257843017578,57.53448486328125
102361,2012,1,1,,1.0,4.0,54.0,15.0,,1.0,72.0065689086914,87.81578826904297
102361,2017,1,0,1.0,1.0,10.0,,15.0,15101.0,,71.0,
102371,2010,1,1,,2.0,2.0,25.0,15.0,,1.0,53.82257843017578,57.53448486328125
102371,2012,1,1,,2.0,4.0,51.0,15.0,,1.0,79.56620788574219,87.81578826904297
102371,2017,1,1,1.0,2.0,10.0,121.0,15.0,15101.0,,71.0,82.0
102371,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,81.48446875973134,81.48446875973134
102391,2010,1,1,,1.0,2.0,25.0,15.0,,1.0,53.82257843017578,57.53448486328125
102391,2012,1,1,,1.0,4.0,51.0,15.0,,1.0,68.91571807861328,87.81578826904297
102391,2017,1,1,1.0,1.0,9.0,120.0,15.0,15101.0,,71.0,82.0
102391,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,79.2245027524998,79.2245027524998
102411,2010,1,1,,1.0,2.0,25.0,15.0,,1.0,53.82257843017578,57.53448486328125
102411,2012,1,1,,1.0,4.0,53.0,15.0,,1.0,71.2898178100586,87.81578826904297
102411,2017,1,0,1.0,1.0,10.0,,15.0,15101.0,,71.0,
102411,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,75.97948574227104,75.97948574227104
102441,2010,1,1,,1.0,2.0,25.0,15.0,,1.0,53.82257843017578,57.53448486328125
102441,2012,1,1,,1.0,4.0,50.0,15.0,,1.0,69.36776733398438,87.81578826904297
102441,2017,1,1,1.0,1.0,9.0,117.0,15.0,15101.0,,71.0,82.0
102441,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,74.29083167080704,74.29083167080704
102451,2010,1,1,,1.0,2.0,24.0,15.0,,1.0,53.82257843017578,57.53448486328125
102451,2012,1,1,,1.0,4.0,50.0,15.0,,1.0,72.0065689086914,87.81578826904297
102451,2017,1,1,1.0,1.0,9.0,119.0,15.0,15101.0,,71.0,82.0
102451,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,73.47586994539644,73.47586994539644
102471,2010,1,1,,1.0,1.0,24.0,15.0,,1.0,53.82257843017578,57.53448486328125
102471,2012,1,1,,1.0,4.0,49.0,15.0,,1.0,79.56620788574219,87.81578826904297
102471,2017,1,1,1.0,1.0,9.0,117.0,15.0,15101.0,,71.0,82.0
102471,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,73.47586994539644,73.47586994539644
102511,2010,1,0,,2.0,1.0,,15.0,,1.0,53.82257843017578,
102511,2017,1,1,1.0,2.0,10.0,121.0,1.0,1101.0,,71.0,82.0
102581,2010,1,1,,1.0,1.0,23.0,15.0,,1.0,53.82257843017578,57.53448486328125
102581,2012,1,1,,1.0,4.0,49.0,15.0,,1.0,69.36776733398438,87.81578826904297
102581,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,79.42357251742749,79.42357251742749
102611,2010,1,1,,2.0,1.0,23.0,15.0,,1.0,53.82257843017578,57.53448486328125
102611,2012,1,1,,2.0,4.0,52.0,15.0,,1.0,71.2898178100586,87.81578826904297
102611,2017,1,1,1.0,2.0,9.0,115.0,15.0,15101.0,,71.0,82.0
102611,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,76.46449860773,76.46449860773
102621,2010,1,1,,1.0,1.0,22.0,15.0,,1.0,53.82257843017578,57.53448486328125
102621,2017,1,0,1.0,1.0,9.0,,15.0,15101.0,,71.0,
102621,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,79.42357251742749,79.42357251742749
102631,2010,1,1,,2.0,1.0,22.0,15.0,,1.0,53.82257843017578,57.53448486328125
102661,2010,1,1,,1.0,1.0,24.0,15.0,,1.0,53.82257843017578,57.53448486328125
102671,2010,1,1,,1.0,1.0,23.0,15.0,,2.0,53.82257843017578,57.53448486328125
102681,2010,1,1,,1.0,1.0,21.0,15.0,,1.0,53.82257843017578,57.53448486328125
102681,2024,1,1,1.0,1.0,16.0,,15.0,15101.0,,79.2245027524998,79.2245027524998
102701,2010,1,1,,2.0,1.0,23.0,15.0,,1.0,53.82257843017578,57.53448486328125
102701,2012,1,1,,2.0,4.0,48.0,15.0,,1.0,71.2898178100586,87.81578826904297
102701,2017,1,1,1.0,2.0,9.0,113.0,15.0,15101.0,,71.0,82.0
102701,2024,1,1,1.0,2.0,16.0,,15.0,15101.0,,83.33663647461063,83.33663647461063
102711,2010,1,1,,1.0,1.0,21.0,15.0,,1.0,53.82257843017578,57.53448486328125
102711,2012,1,1,,1.0,4.0,47.0,15.0,,1.0,72.0065689086914,87.81578826904297
102731,2010,1,1,,2.0,1.0,22.0,15.0,,1.0,53.82257843017578,57.53448486328125
102731,2012,1,1,,2.0,3.0,50.0,15.0,,1.0,79.56620788574219,87.81578826904297
102731,2017,1,1,1.0,2.0,9.0,114.0,15.0,15101.0,,71.0,82.0
102731,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,78.72717633065412,78.72717633065412
102741,2010,1,1,,1.0,1.0,20.0,15.0,,1.0,53.82257843017578,57.53448486328125
102741,2012,1,0,,1.0,3.0,,15.0,,1.0,72.0065689086914,
102741,2017,1,1,0.0,1.0,9.0,114.0,15.0,15101.0,,71.0,82.0
102741,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,73.66561368092385,73.66561368092385
102751,2010,1,1,,1.0,1.0,20.0,15.0,,1.0,53.82257843017578,57.53448486328125
102751,2012,1,1,,1.0,4.0,46.0,15.0,,1.0,71.2898178100586,87.81578826904297
102751,2017,1,0,1.0,1.0,9.0,,15.0,15101.0,,71.0,
102751,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,73.47586994539644,73.47586994539644
102781,2010,1,1,,1.0,1.0,22.0,15.0,,1.0,53.82257843017578,57.53448486328125
102781,2012,1,1,,1.0,4.0,49.0,15.0,,1.0,72.0065689086914,87.81578826904297
102781,2017,1,1,1.0,1.0,9.0,117.0,15.0,15101.0,,71.0,82.0
102791,2010,1,1,,1.0,1.0,20.0,15.0,,1.0,53.82257843017578,57.53448486328125
102791,2012,1,1,,1.0,4.0,49.0,15.0,,1.0,71.2898178100586,87.81578826904297
102791,2017,1,1,1.0,1.0,9.0,118.0,15.0,15101.0,,71.0,82.0
102791,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,75.97948574227104,75.97948574227104
102801,2010,1,0,,2.0,1.0,,15.0,,1.0,53.82257843017578,
102801,2012,1,1,,2.0,4.0,47.0,15.0,,1.0,71.2898178100586,87.81578826904297
102801,2017,1,1,1.0,2.0,9.0,113.0,15.0,15101.0,,71.0,82.0
102801,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,76.46449860773,76.46449860773
102811,2010,1,1,,2.0,1.0,21.0,15.0,,1.0,53.82257843017578,57.53448486328125
102811,2017,1,1,1.0,2.0,9.0,118.0,13.0,13124.0,,71.0,82.0
102831,2010,1,1,,2.0,1.0,22.0,15.0,,1.0,53.82257843017578,57.53448486328125
102851,2010,1,1,,2.0,1.0,20.0,15.0,,1.0,53.82257843017578,57.53448486328125
102851,2012,1,1,,2.0,3.0,47.0,15.0,,1.0,72.0065689086914,87.81578826904297
102851,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,87.11421676176629,87.11421676176629
102861,2010,1,1,,2.0,1.0,21.0,15.0,,1.0,53.82257843017578,57.53448486328125
102861,2017,1,1,1.0,2.0,9.0,117.0,15.0,15101.0,,71.0,82.0
102901,2010,1,1,,1.0,1.0,19.0,15.0,,1.0,53.82257843017578,57.53448486328125
102901,2017,1,1,1.0,1.0,9.0,117.0,2.0,2101.0,,71.0,82.0
102901,2024,1,1,1.0,1.0,15.0,,2.0,2101.0,,89.9098149860271,89.9098149860271
102931,2010,1,1,,2.0,1.0,19.0,15.0,,1.0,53.82257843017578,57.53448486328125
102931,2012,1,1,,2.0,3.0,48.0,15.0,,1.0,79.56620788574219,87.81578826904297
102931,2017,1,1,1.0,2.0,9.0,115.0,15.0,15101.0,,71.0,82.0
102931,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,80.79871044179507,80.79871044179507
102941,2010,1,1,,2.0,1.0,19.0,15.0,,1.0,53.82257843017578,57.53448486328125
102941,2012,1,0,,2.0,3.0,,15.0,,1.0,79.56620788574219,
102941,2017,1,1,1.0,2.0,9.0,111.0,15.0,15101.0,,71.0,82.0
102971,2010,1,1,,2.0,1.0,19.0,15.0,,1.0,53.82257843017578,57.53448486328125
102971,2012,1,0,,2.0,3.0,,15.0,,1.0,68.91571807861328,
102971,2017,1,1,1.0,2.0,9.0,114.0,15.0,15101.0,,71.0,82.0
102981,2010,1,1,,1.0,1.0,19.0,15.0,,1.0,53.82257843017578,57.53448486328125
102981,2012,1,1,,1.0,3.0,49.0,15.0,,1.0,68.91571807861328,87.81578826904297
102981,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,79.2245027524998,79.2245027524998
102991,2010,1,1,,1.0,1.0,19.0,15.0,,1.0,53.82257843017578,57.53448486328125
102991,2017,1,1,1.0,1.0,9.0,116.0,15.0,15101.0,,71.0,82.0
103001,2010,1,1,,2.0,1.0,19.0,15.0,,1.0,53.82257843017578,57.53448486328125
103001,2017,1,1,1.0,2.0,9.0,117.0,15.0,15101.0,,71.0,82.0
103001,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,87.11421676176629,87.11421676176629
103031,2010,1,1,,1.0,1.0,18.0,15.0,,1.0,53.82257843017578,57.53448486328125
103031,2012,1,1,,1.0,4.0,44.0,15.0,,1.0,79.56620788574219,87.81578826904297
103031,2017,1,1,1.0,1.0,9.0,112.0,15.0,15101.0,,71.0,82.0
103031,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,71.77695938528265,71.77695938528265
103051,2010,1,1,,1.0,1.0,19.0,15.0,,1.0,53.82257843017578,57.53448486328125
103051,2012,1,1,,1.0,3.0,44.0,15.0,,1.0,71.2898178100586,87.81578826904297
103051,2017,1,1,1.0,1.0,9.0,113.0,15.0,15101.0,,71.0,82.0
103061,2010,1,1,,2.0,1.0,18.0,15.0,,1.0,53.82257843017578,57.53448486328125
103061,2012,1,1,,2.0,3.0,45.0,15.0,,1.0,68.91571807861328,87.81578826904297
103061,2017,1,1,1.0,2.0,9.0,109.0,15.0,15101.0,,71.0,82.0
103081,2010,1,1,,2.0,1.0,18.0,15.0,,1.0,53.82257843017578,57.53448486328125
103081,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,87.11421676176629,87.11421676176629
103091,2010,1,1,,2.0,1.0,19.0,15.0,,2.0,53.82257843017578,57.53448486328125
103091,2017,1,1,1.0,2.0,9.0,114.0,15.0,15101.0,,71.0,82.0
103111,2010,1,1,,2.0,1.0,18.0,15.0,,1.0,53.82257843017578,57.53448486328125
103111,2012,1,1,,2.0,3.0,43.0,15.0,,1.0,72.0065689086914,87.81578826904297
103111,2017,1,1,1.0,2.0,9.0,111.0,15.0,15101.0,,71.0,82.0
103121,2010,1,0,,2.0,1.0,,15.0,,1.0,53.82257843017578,
103121,2012,1,0,,2.0,3.0,,15.0,,1.0,71.2898178100586,
103121,2017,1,1,1.0,2.0,9.0,110.0,15.0,15101.0,,71.0,82.0
103131,2010,1,1,,1.0,1.0,17.0,15.0,,1.0,53.82257843017578,57.53448486328125
103131,2012,1,1,,1.0,3.0,44.0,15.0,,1.0,71.2898178100586,87.81578826904297
103131,2017,1,0,1.0,1.0,9.0,,15.0,15101.0,,71.0,
103131,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,73.66561368092385,73.66561368092385
103161,2010,1,1,,2.0,1.0,17.0,15.0,,1.0,53.82257843017578,57.53448486328125
103161,2012,1,0,,2.0,3.0,,15.0,,1.0,72.0065689086914,
103161,2017,1,1,1.0,2.0,9.0,112.0,15.0,15101.0,,71.0,82.0
103161,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,80.79871044179507,80.79871044179507
103171,2010,1,1,,1.0,1.0,16.0,15.0,,1.0,53.82257843017578,57.53448486328125
103171,2012,1,1,,1.0,3.0,44.0,15.0,,1.0,72.0065689086914,87.81578826904297
103171,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,79.42357251742749,79.42357251742749
103181,2010,1,1,,2.0,1.0,17.0,15.0,,1.0,53.82257843017578,57.53448486328125
103181,2012,1,1,,2.0,3.0,44.0,15.0,,1.0,71.2898178100586,87.81578826904297
103181,2017,1,1,1.0,2.0,9.0,108.0,15.0,15101.0,,71.0,82.0
103201,2010,1,1,,2.0,1.0,16.0,15.0,,1.0,53.82257843017578,57.53448486328125
103201,2012,1,1,,2.0,3.0,43.0,15.0,,1.0,79.56620788574219,87.81578826904297
103201,2017,1,1,1.0,2.0,8.0,108.0,15.0,15101.0,,71.0,82.0
103201,2024,1,1,1.0,2.0,15.0,,2.0,2201.0,,76.46449860773,76.46449860773
103221,2010,1,1,,1.0,1.0,17.0,15.0,,1.0,53.82257843017578,57.53448486328125
103221,2012,1,1,,1.0,3.0,42.0,15.0,,1.0,72.0065689086914,87.81578826904297
103221,2017,1,0,1.0,1.0,9.0,,15.0,15101.0,,71.0,
103221,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,74.29083167080704,74.29083167080704
103241,2010,1,1,,2.0,1.0,15.0,15.0,,1.0,53.82257843017578,57.53448486328125
103241,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,80.79871044179507,80.79871044179507
103251,2010,1,1,,2.0,1.0,16.0,15.0,,1.0,53.82257843017578,57.53448486328125
103251,2012,1,0,,2.0,3.0,,15.0,,1.0,68.91571807861328,
103261,2010,1,1,,2.0,1.0,16.0,15.0,,1.0,53.82257843017578,57.53448486328125
103261,2012,1,1,,2.0,3.0,41.0,15.0,,1.0,72.0065689086914,87.81578826904297
103261,2017,1,1,1.0,2.0,8.0,107.0,15.0,15101.0,,71.0,82.0
103261,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,83.33663647461063,83.33663647461063
103281,2010,1,1,,2.0,1.0,15.0,15.0,,1.0,51.0,55.97561264038086
103281,2012,1,1,,2.0,3.0,43.0,15.0,,1.0,62.238765716552734,69.54545593261719
103281,2017,1,1,1.0,2.0,9.0,109.0,15.0,15101.0,,82.0,88.0
103301,2010,1,1,,1.0,1.0,15.0,15.0,,1.0,51.0,55.97561264038086
103301,2012,1,1,,1.0,3.0,42.0,15.0,,1.0,59.957923889160156,69.54545593261719
103301,2017,1,1,1.0,1.0,9.0,111.0,15.0,15101.0,,82.0,88.0
103301,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,68.17814634788223,68.17814634788223
103311,2010,1,1,,1.0,1.0,16.0,15.0,,1.0,51.0,55.97561264038086
103321,2010,1,1,,2.0,1.0,15.0,15.0,,1.0,51.0,55.97561264038086
103321,2012,1,1,,2.0,3.0,44.0,15.0,,1.0,68.7729263305664,69.54545593261719
103321,2017,1,1,1.0,2.0,9.0,110.0,15.0,15101.0,,82.0,88.0
103321,2024,1,1,1.0,2.0,15.0,,15.0,15101.0,,79.8970977399528,79.8970977399528
103341,2010,1,1,,2.0,1.0,15.0,15.0,,1.0,51.0,55.97561264038086
103341,2012,1,1,,2.0,3.0,43.0,15.0,,1.0,62.238765716552734,69.54545593261719
103341,2017,1,1,1.0,2.0,8.0,108.0,15.0,15101.0,,82.0,88.0
103361,2010,1,1,,1.0,1.0,15.0,15.0,,1.0,51.0,55.97561264038086
103361,2012,1,1,,1.0,3.0,41.0,15.0,,1.0,59.957923889160156,69.54545593261719
103361,2017,1,1,1.0,1.0,8.0,108.0,15.0,15101.0,,82.0,88.0
103361,2024,1,1,1.0,1.0,15.0,,15.0,15101.0,,68.17814634788223,68.17814634788223
103381,2010,1,1,,1.0,1.0,14.0,15.0,,1.0,51.0,55.97561264038086
